event,gender,competition,year,round_raw,lane,position,athlete,athlete,athlete,athlete,country,country,country,time_or_mark,reaction_time,reaction_time
200m,M,World Championships,2013,table_8,1,15,Álex Quiñónez,,,,Ecuador,,,20.55,,
200m,M,World Championships,2013,table_8,6,16,Bruno Hortelano,,,,Spain,,,20.55,,
200m,M,World Championships,2013,table_8,2,17,Lykourgos-Stefanos Tsakonas,,,,Greece,,,20.56,,
200m,M,World Championships,2013,table_8,8,18,Delano Williams,,,,Great Britain & N.I.,,,20.61,,
200m,M,World Championships,2013,table_8,1,19,Shōta Iizuka,,,,Japan,,,20.61,,
200m,M,World Championships,2013,table_8,2,20,Karol Zalewski,,,,Poland,,,20.66,,
200m,M,World Championships,2013,table_8,1,21,Wallace Spearmon,,,,United States,,,20.66,,
200m,M,World Championships,2013,table_8,3,22,Alonso Edward,,,,Panama,,,20.67,,
200m,M,World Championships,2013,table_8,8,23,Mosito Lehata,,,,Lesotho,,,20.68,,
200m,M,World Championships,2013,table_8,2,24,Lalonde Gordon,,,,Trinidad and Tobago,,,21.14,,
200m,M,World Championships,2013,table_9,4,,Usain Bolt,,,,Jamaica,,,19.66,,
200m,M,World Championships,2013,table_9,8,,Warren Weir,,,,Jamaica,,,19.79,,
200m,M,World Championships,2013,table_9,3,,Curtis Mitchell,,,,United States,,,20.04,,
200m,M,World Championships,2013,table_9,6,4,Nickel Ashmeade,,,,Jamaica,,,20.05,,
200m,M,World Championships,2013,table_9,5,5,Adam Gemili,,,,Great Britain & N.I.,,,20.08,,
200m,M,World Championships,2013,table_9,7,6,Anaso Jobodwana,,,,South Africa,,,20.14,,
200m,M,World Championships,2013,table_9,1,7,Churandy Martina,,,,Netherlands,,,20.35,,
200m,M,World Championships,2013,table_9,2,8,Jaysuma Saidy Ndure,,,,Norway,,,20.37,,
200m,F,World Championships,2013,table_7,5,1,Allyson Felix,,,,United States,,,22.59,,
200m,F,World Championships,2013,table_7,5,2,Mariya Ryemyen,,,,Ukraine,,,22.63,,
200m,F,World Championships,2013,table_7,8,3,Anthonique Strachan,,,,Bahamas,,,22.66,,
200m,F,World Championships,2013,table_7,7,3,Murielle Ahouré,,,,Ivory Coast,,,22.66,,
200m,F,World Championships,2013,table_7,6,5,Shaunae Miller,,,,Bahamas,,,22.72,,
200m,F,World Championships,2013,table_7,3,6,Anneisha McLaughlin,,,,Jamaica,,,22.78,,
200m,F,World Championships,2013,table_7,4,6,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,22.78,,
200m,F,World Championships,2013,table_7,5,8,Blessing Okagbare,,,,Nigeria,,,22.79,,
200m,F,World Championships,2013,table_7,3,9,Charonda Williams,,,,United States,,,22.83,,
200m,F,World Championships,2013,table_7,4,9,Myriam Soumaré,,,,France,,,22.83,,
200m,F,World Championships,2013,table_7,4,11,Kimberlyn Duncan,,,,United States,,,22.84,,
200m,F,World Championships,2013,table_7,8,12,Hrystyna Stuy,,,,Ukraine,,,22.86,,
200m,F,World Championships,2013,table_7,3,13,Jeneba Tarmoh,,,,United States,,,22.88,,
200m,F,World Championships,2013,table_7,2,14,Lénora Guion-Firmin,,,,France,,,22.91,,
200m,F,World Championships,2013,table_7,5,15,Ivet Lalova,,,,Bulgaria,,,22.92,,
200m,F,World Championships,2013,table_7,7,16,Jodie Williams,,,,Great Britain & N.I.,,,23,,
200m,F,World Championships,2013,table_7,5,16,Johanna Danois,,,,France,,,23,,
200m,F,World Championships,2013,table_7,6,18,Mariely Sánchez,,,,Dominican Republic,,,23.05,,
200m,F,World Championships,2013,table_7,6,19,Hanna-Maari Latvala,,,,Finland,,,23.07,,
200m,F,World Championships,2013,table_7,7,20,Gloria Hooper,,,,Italy,,,23.1,,
200m,F,World Championships,2013,table_7,8,21,Kai Selvon,,,,Trinidad and Tobago,,,23.14,,
200m,F,World Championships,2013,table_7,6,22,Kimberly Hyacinthe,,,,Canada,,,23.19,,
200m,F,World Championships,2013,table_7,6,23,Franciela Krasucki,,,,Brazil,,,23.2,,
200m,F,World Championships,2013,table_7,7,24,Marika Popowicz,,,,Poland,,,23.22,,
200m,F,World Championships,2013,table_7,2,25,Mujinga Kambundji,,,,Switzerland,,,23.24,,
200m,F,World Championships,2013,table_7,8,26,Nivea Smith,,,,Bahamas,,,23.25,,
200m,F,World Championships,2013,table_7,7,26,Patricia Hall,,,,Jamaica,,,23.25,,
200m,F,World Championships,2013,table_7,2,28,Elizabeta Savlinis,,,,Russia,,,23.27,,
200m,F,World Championships,2013,table_7,8,29,Ana Cláudia Lemos,,,,Brazil,,,23.31,,
200m,F,World Championships,2013,table_7,2,30,Moa Hjelmer,,,,Sweden,,,23.33,,
200m,F,World Championships,2013,table_7,3,31,Anyika Onuora,,,,Great Britain & N.I.,,,23.36,,
200m,F,World Championships,2013,table_7,4,32,Maria Belibasaki,,,,Greece,,,23.41,,
200m,F,World Championships,2013,table_7,8,33,Kineke Alexander,,,,Saint Vincent and the Grenadines,,,23.42,,
200m,F,World Championships,2013,table_7,2,34,Justine Palframan,,,,South Africa,,,23.64,,
200m,F,World Championships,2013,table_7,6,35,Olga Safronova,,,,Kazakhstan,,,23.83,,
200m,F,World Championships,2013,table_7,2,36,Andreea Ogrăzeanu,,,,Romania,,,23.83,,
200m,F,World Championships,2013,table_7,5,37,Chisato Fukushima,,,,Japan,,,23.85,,
200m,F,World Championships,2013,table_7,3,38,Melissa Breen,,,,Australia,,,23.95,,
200m,F,World Championships,2013,table_7,4,39,Karene King,,,,British Virgin Islands,,,23.97,,
200m,F,World Championships,2013,table_7,1,40,Isidora Jiménez,,,,Chile,,,24.06,,
200m,F,World Championships,2013,table_7,3,41,Janet Amponsah,,,,Ghana,,,24.07,,
200m,F,World Championships,2013,table_7,4,41,Eleni Artymata,,,,Cyprus,,,24.07,,
200m,F,World Championships,2013,table_7,7,43,Toea Wisil,,,,Papua New Guinea,,,24.13,,
200m,F,World Championships,2013,table_7,2,44,Viktoriya Zyabkina,,,,Kazakhstan,,,24.47,,
200m,F,World Championships,2013,table_7,6,45,Dana Hussain,,,,Iraq,,,24.57,,
200m,F,World Championships,2013,table_7,3,46,Afa Ismail,,,,Maldives,,,26.21,,
200m,F,World Championships,2013,table_7,8,,Crystal Emmanuel,,,,Canada,,,DQ,,
200m,F,World Championships,2013,table_7,7,,Yelyzaveta Bryzhina,,,,Ukraine,,,22.84,,
200m,F,World Championships,2013,table_7,5,,Yelena Ryabova,,,,Turkmenistan,,,24.61,,
200m,F,World Championships,2013,table_7,4,,Ángela Tenorio,,,,Ecuador,,,DNS,,
200m,F,World Championships,2013,table_8,3,1,Allyson Felix,,,,United States,,,22.3,,
200m,F,World Championships,2013,table_8,4,2,Blessing Okagbare,,,,Nigeria,,,22.39,,
200m,F,World Championships,2013,table_8,4,3,Murielle Ahouré,,,,Ivory Coast,,,22.46,,
200m,F,World Championships,2013,table_8,4,4,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,22.54,,
200m,F,World Championships,2013,table_8,6,5,Shaunae Miller,,,,Bahamas,,,22.66,,
200m,F,World Championships,2013,table_8,8,6,Jeneba Tarmoh,,,,United States,,,22.7,,
200m,F,World Championships,2013,table_8,5,6,Mariya Ryemyen,,,,Ukraine,,,22.7,,
200m,F,World Championships,2013,table_8,6,8,Charonda Williams,,,,United States,,,22.8,,
200m,F,World Championships,2013,table_8,3,9,Anthonique Strachan,,,,Bahamas,,,22.81,,
200m,F,World Championships,2013,table_8,2,9,Ivet Lalova,,,,Bulgaria,,,22.81,,
200m,F,World Championships,2013,table_8,8,11,Myriam Soumaré,,,,France,,,22.85,,
200m,F,World Championships,2013,table_8,6,12,Kimberlyn Duncan,,,,United States,,,22.91,,
200m,F,World Championships,2013,table_8,5,13,Hrystyna Stuy,,,,Ukraine,,,22.98,,
200m,F,World Championships,2013,table_8,2,14,Mariely Sánchez,,,,Dominican Republic,,,23.05,,
200m,F,World Championships,2013,table_8,7,15,Lénora Guion-Firmin,,,,France,,,23.11,,
200m,F,World Championships,2013,table_8,1,16,Kimberly Hyacinthe,,,,Canada,,,23.12,,
200m,F,World Championships,2013,table_8,7,17,Johanna Danois,,,,France,,,23.15,,
200m,F,World Championships,2013,table_8,1,18,Kai Selvon,,,,Trinidad and Tobago,,,23.21,,
200m,F,World Championships,2013,table_8,2,18,Jodie Williams,,,,Great Britain & N.I.,,,23.21,,
200m,F,World Championships,2013,table_8,7,18,Hanna-Maari Latvala,,,,Finland,,,23.21,,
200m,F,World Championships,2013,table_8,8,21,Patricia Hall,,,,Jamaica,,,23.26,,
200m,F,World Championships,2013,table_8,1,22,Maria Belibasaki,,,,Greece,,,23.46,,
200m,F,World Championships,2013,table_8,3,23,Anneisha McLaughlin,,,,Jamaica,,,27.13,,
200m,F,World Championships,2013,table_8,5,,Yelyzaveta Bryzhina,,,,Ukraine,,,22.87,,
200m,F,World Championships,2013,table_9,4,,Shelly-Ann Fraser-Pryce,,,,Jamaica,,,22.17,,
200m,F,World Championships,2013,table_9,6,,Murielle Ahouré,,,,Ivory Coast,,,22.32,,
200m,F,World Championships,2013,table_9,5,,Blessing Okagbare,,,,Nigeria,,,22.32,,
200m,F,World Championships,2013,table_9,7,4,Shaunae Miller,,,,Bahamas,,,22.74,,
200m,F,World Championships,2013,table_9,1,5,Jeneba Tarmoh,,,,United States,,,22.78,,
200m,F,World Championships,2013,table_9,2,6,Charonda Williams,,,,United States,,,22.81,,
200m,F,World Championships,2013,table_9,8,7,Mariya Ryemyen,,,,Ukraine,,,22.84,,
200m,F,World Championships,2013,table_9,3,,Allyson Felix,,,,United States,,,DNF,,
400m,M,World Championships,2013,table_7,6,1,LaShawn Merritt,,,,United States,,,44.92,,
400m,M,World Championships,2013,table_7,7,2,Kirani James,,,,Grenada,,,45,,
400m,M,World Championships,2013,table_7,4,3,Tony McQuay,,,,United States,,,45.06,,
400m,M,World Championships,2013,table_7,5,4,Anderson Henriques,,,,Brazil,,,45.13,,
400m,M,World Championships,2013,table_7,8,5,Deon Lendore,,,,Trinidad and Tobago,,,45.17,,
400m,M,World Championships,2013,table_7,2,6,Jarrin Solomon,,,,Trinidad and Tobago,,,45.19,,
400m,M,World Championships,2013,table_7,8,7,Javere Bell,,,,Jamaica,,,45.2,,
400m,M,World Championships,2013,table_7,8,8,Luguelín Santos,,,,Dominican Republic,,,45.23,,
400m,M,World Championships,2013,table_7,2,9,Jonathan Borlée,,,,Belgium,,,45.24,,
400m,M,World Championships,2013,table_7,7,10,Kevin Borlée,,,,Belgium,,,45.32,,
400m,M,World Championships,2013,table_7,7,11,Javon Francis,,,,Jamaica,,,45.37,,
400m,M,World Championships,2013,table_7,6,12,Matteo Galvan,,,,Italy,,,45.39,,
400m,M,World Championships,2013,table_7,2,12,Yousef Masrahi,,,,Saudi Arabia,,,45.39,,
400m,M,World Championships,2013,table_7,5,12,Chris Brown,,,,Bahamas,,,45.39,,
400m,M,World Championships,2013,table_7,2,15,Nigel Levine,,,,Great Britain & N.I.,,,45.41,,
400m,M,World Championships,2013,table_7,3,16,Pavel Maslák,,,,Czech Republic,,,45.44,,
400m,M,World Championships,2013,table_7,3,17,Arman Hall,,,,United States,,,45.45,,
400m,M,World Championships,2013,table_7,3,18,Nick Ekelund-Arenander,,,,Denmark,,,45.5,,
400m,M,World Championships,2013,table_7,5,19,José Meléndez,,,,Venezuela,,,45.82,,
400m,M,World Championships,2013,table_7,3,20,Gustavo Cuesta,,,,Dominican Republic,,,45.93,,
400m,M,World Championships,2013,table_7,3,21,Omar Johnson,,,,Jamaica,,,45.97,,
400m,M,World Championships,2013,table_7,4,22,Brian Gregan,,,,Ireland,,,46.04,,
400m,M,World Championships,2013,table_7,5,23,Nery Brenes,,,,Costa Rica,,,46.16,,
400m,M,World Championships,2013,table_7,4,24,Yuzo Kanemaru,,,,Japan,,,46.18,,
400m,M,World Championships,2013,table_7,7,25,Vladimir Krasnov,,,,Russia,,,46.23,,
400m,M,World Championships,2013,table_7,4,26,Wayde van Niekerk,,,,South Africa,,,46.37,,
400m,M,World Championships,2013,table_7,4,27,LaToy Williams,,,,Bahamas,,,46.65,,
400m,M,World Championships,2013,table_7,5,28,Kevin Moore,,,,Malta,,,47.52,,
400m,M,World Championships,2013,table_7,6,29,Ramon Miller,,,,Bahamas,,,47.53,,
400m,M,World Championships,2013,table_7,6,30,Angelo Garland,,,,Turks and Caicos Islands,,,48.65,,
400m,M,World Championships,2013,table_7,2,31,Ak Hafiy Tajuddin Rositi,,,,Brunei,,,49.98,,
400m,M,World Championships,2013,table_7,8,32,Hamdinou Cheikh El Wely,,,,Mauritania,,,52.33,,
400m,M,World Championships,2013,table_7,7,,Yoandys Lescay,,,,Cuba,,,DQ,,
400m,M,World Championships,2013,table_7,6,,Daniel Aleman,,,,Nicaragua,,,DQ,,
400m,M,World Championships,2013,table_7,8,,Zaw Win Thet,,,,Myanmar,,,DQ,,
400m,M,World Championships,2013,table_8,6,1,LaShawn Merritt,,,,United States,,,44.6,,
400m,M,World Championships,2013,table_8,8,2,Yousef Masrahi,,,,Saudi Arabia,,,44.61,,
400m,M,World Championships,2013,table_8,3,3,Tony McQuay,,,,United States,,,44.66,,
400m,M,World Championships,2013,table_8,4,4,Kirani James,,,,Grenada,,,44.81,,
400m,M,World Championships,2013,table_8,6,5,Luguelín Santos,,,,Dominican Republic,,,44.83,,
400m,M,World Championships,2013,table_8,7,6,Pavel Maslák,,,,Czech Republic,,,44.84,,
400m,M,World Championships,2013,table_8,3,7,Jonathan Borlée,,,,Belgium,,,44.85,,
400m,M,World Championships,2013,table_8,5,8,Anderson Henriques,,,,Brazil,,,44.95,,
400m,M,World Championships,2013,table_8,4,9,Kevin Borlée,,,,Belgium,,,45.03,,
400m,M,World Championships,2013,table_8,8,10,Chris Brown,,,,Bahamas,,,45.18,,
400m,M,World Championships,2013,table_8,5,11,Jarrin Solomon,,,,Trinidad and Tobago,,,45.43,,
400m,M,World Championships,2013,table_8,4,12,Deon Lendore,,,,Trinidad and Tobago,,,45.47,,
400m,M,World Championships,2013,table_8,2,13,Arman Hall,,,,United States,,,45.54,,
400m,M,World Championships,2013,table_8,8,14,Nigel Levine,,,,Great Britain & N.I.,,,45.6,,
400m,M,World Championships,2013,table_8,6,15,Javon Francis,,,,Jamaica,,,45.62,,
400m,M,World Championships,2013,table_8,5,16,Matteo Galvan,,,,Italy,,,45.69,,
400m,M,World Championships,2013,table_8,3,17,Javere Bell,,,,Jamaica,,,45.77,,
400m,M,World Championships,2013,table_8,7,18,Nick Ekelund-Arenander,,,,Denmark,,,45.89,,
400m,M,World Championships,2013,table_8,1,19,Omar Johnson,,,,Jamaica,,,45.89,,
400m,M,World Championships,2013,table_8,2,20,Gustavo Cuesta,,,,Dominican Republic,,,45.93,,
400m,M,World Championships,2013,table_8,2,21,Brian Gregan,,,,Ireland,,,45.98,,
400m,M,World Championships,2013,table_8,7,22,José Meléndez,,,,Venezuela,,,46.22,,
400m,M,World Championships,2013,table_8,1,23,Yuzo Kanemaru,,,,Japan,,,46.28,,
400m,M,World Championships,2013,table_8,1,24,Nery Brenes,,,,Costa Rica,,,46.34,,
400m,M,World Championships,2013,table_9,6,,LaShawn Merritt,,,,United States,,,43.74,,
400m,M,World Championships,2013,table_9,4,,Tony McQuay,,,,United States,,,44.4,,
400m,M,World Championships,2013,table_9,7,,Luguelín Santos,,,,Dominican Republic,,,44.52,,
400m,M,World Championships,2013,table_9,8,4,Jonathan Borlée,,,,Belgium,,,44.54,,
400m,M,World Championships,2013,table_9,1,5,Pavel Maslák,,,,Czech Republic,,,44.91,,
400m,M,World Championships,2013,table_9,3,6,Yousef Masrahi,,,,Saudi Arabia,,,44.97,,
400m,M,World Championships,2013,table_9,5,7,Kirani James,,,,Grenada,,,44.99,,
400m,M,World Championships,2013,table_9,2,8,Anderson Henriques,,,,Brazil,,,45.03,,
400m,F,World Championships,2013,table_7,6,1,Christine Ohuruogu,,,,Great Britain & N.I.,,,50.2,,
400m,F,World Championships,2013,table_7,7,2,Francena McCorory,,,,United States,,,50.56,,
400m,F,World Championships,2013,table_7,3,3,Natasha Hastings,,,,United States,,,50.64,,
400m,F,World Championships,2013,table_7,5,4,Kseniya Ryzhova,,,,Russia,,,50.69,,
400m,F,World Championships,2013,table_7,5,5,Amantle Montsho,,,,Botswana,,,50.75,,
400m,F,World Championships,2013,table_7,2,6,Novlene Williams-Mills,,,,Jamaica,,,50.83,,
400m,F,World Championships,2013,table_7,4,7,Stephanie McPherson,,,,Jamaica,,,50.98,,
400m,F,World Championships,2013,table_7,2,8,Regina George,,,,Nigeria,,,51.01,,
400m,F,World Championships,2013,table_7,3,9,Nataliya Pyhyda,,,,Ukraine,,,51.17,,
400m,F,World Championships,2013,table_7,3,10,Antonina Krivoshapka,,,,Russia,,,51.27,,
400m,F,World Championships,2013,table_7,2,11,Libania Grenot,,,,Italy,,,51.43,,
400m,F,World Championships,2013,table_7,5,12,Ashley Spencer,,,,United States,,,51.48,,
400m,F,World Championships,2013,table_7,6,13,Bianca Răzor,,,,Romania,,,51.51,,
400m,F,World Championships,2013,table_7,4,14,Kineke Alexander,,,,Saint Vincent and the Grenadines,,,51.62,,
400m,F,World Championships,2013,table_7,8,15,Floria Gueï,,,,France,,,51.75,,
400m,F,World Championships,2013,table_7,1,16,Marie Gayot,,,,France,,,51.83,,
400m,F,World Championships,2013,table_7,6,17,Omolara Omotoso,,,,Nigeria,,,51.98,,
400m,F,World Championships,2013,table_7,4,18,Tjipekapora Herunga,,,,Namibia,,,52.01,,
400m,F,World Championships,2013,table_7,8,19,Chiara Bazzoni,,,,Italy,,,52.14,,
400m,F,World Championships,2013,table_7,7,20,Esther Cremer,,,,Germany,,,52.17,,
400m,F,World Championships,2013,table_7,6,21,Patricia Hall,,,,Jamaica,,,52.2,,
400m,F,World Championships,2013,table_7,2,22,Amy Mbacké Thiam,,,,Senegal,,,52.24,,
400m,F,World Championships,2013,table_7,8,23,Agne Šerkšnienė,,,,Lithuania,,,52.28,,
400m,F,World Championships,2013,table_7,4,24,Moa Hjelmer,,,,Sweden,,,52.39,,
400m,F,World Championships,2013,table_7,7,25,Aauri Bokesa,,,,Spain,,,52.44,,
400m,F,World Championships,2013,table_7,7,26,Olesea Cojuhari,,,,Moldova,,,52.45,,
400m,F,World Championships,2013,table_7,4,27,Jennifer Carey,,,,Ireland,,,52.62,,
400m,F,World Championships,2013,table_7,8,28,Caitlin Sargent,,,,Australia,,,52.63,,
400m,F,World Championships,2013,table_7,8,29,Joelma Sousa,,,,Brazil,,,53.01,,
400m,F,World Championships,2013,table_7,5,30,Alicia Brown,,,,Canada,,,53.26,,
400m,F,World Championships,2013,table_7,2,31,Kadecia Baird,,,,Guyana,,,53.73,,
400m,F,World Championships,2013,table_7,6,32,Zhao Yanmin,,,,China,,,54.03,,
400m,F,World Championships,2013,table_7,7,33,Gretta Taslakian,,,,Lebanon,,,54.56,,
400m,F,World Championships,2013,table_7,3,34,Sade Sealy,,,,Barbados,,,55.45,,
400m,F,World Championships,2013,table_7,5,35,Phumlile Ndzinisa,,,,Swaziland,,,56.36,,
400m,F,World Championships,2013,table_7,3,,Maureen Jelagat Maiyo,,,,Kenya,,,DQ,,
400m,F,World Championships,2013,table_8,5,1,Amantle Montsho,,,,Botswana,,,49.56,,
400m,F,World Championships,2013,table_8,4,2,Christine Ohuruogu,,,,Great Britain & N.I.,,,49.75,,
400m,F,World Championships,2013,table_8,5,3,Francena McCorory,,,,United States,,,49.86,,
400m,F,World Championships,2013,table_8,5,4,Natasha Hastings,,,,United States,,,49.94,,
400m,F,World Championships,2013,table_8,4,5,Antonina Krivoshapka,,,,Russia,,,49.99,,
400m,F,World Championships,2013,table_8,3,5,Stephanie McPherson,,,,Jamaica,,,49.99,,
400m,F,World Championships,2013,table_8,6,7,Novlene Williams-Mills,,,,Jamaica,,,50.34,,
400m,F,World Championships,2013,table_8,3,8,Libania Grenot,,,,Italy,,,50.47,,
400m,F,World Championships,2013,table_8,3,9,Kseniya Ryzhova,,,,Russia,,,50.48,,
400m,F,World Championships,2013,table_8,6,10,Regina George,,,,Nigeria,,,50.84,,
400m,F,World Championships,2013,table_8,6,11,Nataliya Pyhyda,,,,Ukraine,,,51.02,,
400m,F,World Championships,2013,table_8,7,12,Floria Gueï,,,,France,,,51.42,,
400m,F,World Championships,2013,table_8,7,13,Bianca Răzor,,,,Romania,,,51.49,,
400m,F,World Championships,2013,table_8,7,14,Marie Gayot,,,,France,,,51.54,,
400m,F,World Championships,2013,table_8,8,15,Kineke Alexander,,,,Saint Vincent and the Grenadines,,,51.64,,
400m,F,World Championships,2013,table_8,4,16,Ashley Spencer,,,,United States,,,51.8,,
400m,F,World Championships,2013,table_8,1,17,Aauri Bokesa,,,,Spain,,,51.94,,
400m,F,World Championships,2013,table_8,2,18,Chiara Bazzoni,,,,Italy,,,52.11,,
400m,F,World Championships,2013,table_8,1,19,Tjipekapora Herunga,,,,Namibia,,,52.28,,
400m,F,World Championships,2013,table_8,1,20,Amy Mbacké Thiam,,,,Senegal,,,52.37,,
400m,F,World Championships,2013,table_8,8,21,Omolara Omotoso,,,,Nigeria,,,52.38,,
400m,F,World Championships,2013,table_8,2,22,Esther Cremer,,,,Germany,,,52.42,,
400m,F,World Championships,2013,table_8,2,23,Agne Šerkšnienė,,,,Lithuania,,,52.48,,
400m,F,World Championships,2013,table_8,8,24,Patricia Hall,,,,Jamaica,,,52.62,,
400m,F,World Championships,2013,table_9,4,,Christine Ohuruogu,,,,Great Britain & N.I.,,,49.41,,
400m,F,World Championships,2013,table_9,5,,Amantle Montsho,,,,Botswana,,,49.41,,
400m,F,World Championships,2013,table_9,2,,Stephanie McPherson,,,,Jamaica,,,49.99,,
400m,F,World Championships,2013,table_9,3,4,Natasha Hastings,,,,United States,,,50.3,,
400m,F,World Championships,2013,table_9,6,5,Francena McCorory,,,,United States,,,50.68,,
400m,F,World Championships,2013,table_9,7,6,Kseniya Ryzhova,,,,Russia,,,50.98,,
400m,F,World Championships,2013,table_9,1,7,Novlene Williams-Mills,,,,Jamaica,,,51.49,,
400m,F,World Championships,2013,table_9,8,,Antonina Krivoshapka,,,,Russia,,,49.78,,
100m,M,World Championships,2015,table_9,5,,Usain Bolt,,,,Jamaica,,,9.79,,
100m,M,World Championships,2015,table_9,7,,Justin Gatlin,,,,United States,,,9.8,,
100m,M,World Championships,2015,table_9,3,,Trayvon Bromell,,,,United States,,,9.92,,
100m,M,World Championships,2015,table_9,9,,Andre De Grasse,,,,Canada,,,9.92,,
100m,M,World Championships,2015,table_9,4,5,Mike Rodgers,,,,United States,,,9.94,,
100m,M,World Championships,2015,table_9,6,6,Tyson Gay,,,,United States,,,10,,
100m,M,World Championships,2015,table_9,8,7,Asafa Powell,,,,Jamaica,,,10,,
100m,M,World Championships,2015,table_9,1,8,Jimmy Vicaut,,,,France,,,10,,
100m,M,World Championships,2015,table_9,2,9,Su Bingtian,,,,China,,,10.06,,
